# {"t_start": 1574930205.0712144, "env_id": "Walker2d-v2"} 
r,l,t
374.982771,183,493.033293
355.571898,152,493.249256
348.639441,162,493.479424
355.531126,158,493.70576
451.401508,216,494.015457
406.217789,185,494.278626
351.857244,169,494.518967
323.540141,155,494.738836
418.350815,204,495.028983
389.611902,170,495.271199
475.2798,221,497.546129
360.976582,186,497.805679
401.582852,178,498.055267
367.880699,177,498.301923
417.436447,186,498.562025
397.654062,199,498.839651
385.069076,182,499.093709
401.654593,170,499.333953
462.958539,197,499.609173
422.458435,194,499.881907
331.367515,149,500.091384
482.36689,259,502.37006
408.48627,192,502.647001
442.498382,205,502.938858
346.919598,168,503.178098
363.867281,172,503.422208
399.369501,187,503.688841
459.961322,207,503.986149
442.418985,195,504.265167
425.175612,183,504.524876
448.036845,192,504.795834
382.062729,173,505.041956
398.145497,187,507.209997
442.213281,229,507.529444
374.330448,177,507.776528
441.289254,208,508.069534
382.519387,174,508.312949
407.277271,170,508.550386
313.653673,132,508.736083
436.703478,197,509.012784
431.114809,190,509.277326
348.117902,153,509.492443
345.180021,157,509.715349
376.239097,164,509.95408
419.595415,158,512.0684
441.301436,188,512.333024
384.919253,172,512.573569
313.580345,142,512.772083
289.952162,119,512.941189
401.187743,194,513.214261
445.778737,201,513.494185
429.18052,187,513.75645
358.585237,167,513.993516
398.994235,184,514.252151
388.928839,187,514.514915
440.78803,192,516.709632
395.720933,177,516.960571
408.310939,186,517.223606
394.757836,155,517.442342
322.013251,140,517.640266
346.224633,166,517.875558
443.599789,226,518.197168
315.385945,150,518.408837
423.75057,241,518.751131
330.914383,163,518.983022
448.896584,207,519.277262
398.188684,184,519.543185
360.511676,154,521.673031
289.567302,138,521.86836
356.259204,167,522.105661
419.73832,199,522.387773
427.262976,226,522.709346
360.899186,177,522.962369
429.565951,195,523.239629
380.846757,156,523.462591
399.08485,184,523.724585
345.808659,160,523.95244
359.145352,157,524.17663
406.667846,168,524.420334
414.669992,179,526.568709
328.556154,167,526.811108
426.35455,199,527.095137
361.679701,155,527.316481
409.911143,192,527.589352
388.324156,171,527.833347
367.805662,162,528.065217
419.340454,194,528.342685
312.762915,149,528.55479
418.724051,202,528.843995
394.041662,195,529.124581
402.354583,185,531.283709
371.090765,177,531.534949
368.560956,165,531.769279
313.366772,142,531.970855
468.801774,194,532.247345
332.485449,134,532.437524
365.951291,181,532.694998
381.168251,204,532.985249
428.013575,183,533.245195
411.289052,178,533.498698
397.345885,186,533.763935
413.336062,215,535.967834
424.941757,185,536.230255
403.163218,157,536.453127
412.123938,182,536.712075
370.618131,159,536.940752
452.095119,218,537.253795
424.819232,172,537.499109
407.887038,171,537.743124
416.364988,184,538.004589
461.525625,197,538.285901
414.008743,175,538.535359
346.725741,170,538.778785
311.282031,142,540.877263
399.181246,173,541.122725
446.962588,184,541.383639
464.598095,231,541.713243
360.942346,188,541.98206
406.850561,177,542.233297
348.393099,161,542.462552
353.411946,171,542.705611
388.531728,190,542.976953
389.277951,159,543.2034
371.261435,171,543.447749
458.266734,203,545.672249
377.410639,157,545.895075
395.571479,177,546.146451
362.963885,156,546.368273
307.807121,141,546.569084
409.66646,168,546.807717
355.219995,152,547.024203
389.399323,169,547.266939
394.882963,176,547.520114
482.066091,202,547.808635
360.826882,165,548.043484
360.501146,183,548.304617
373.444803,160,548.536624
386.979404,182,550.699952
433.168854,176,550.949819
413.672016,189,551.2188
360.959362,166,551.455103
350.816196,173,551.701452
362.321556,165,551.936468
345.940459,159,552.162863
350.698819,152,552.377935
384.33268,166,552.615244
428.997971,209,552.912192
465.099737,210,553.211691
385.811751,166,555.372735
447.207886,193,555.647021
377.708897,176,555.896627
367.095033,164,556.130003
417.767406,184,556.391839
342.650809,169,556.632391
384.219442,170,556.873848
383.729554,170,557.115114
424.883968,191,557.387004
387.606014,176,557.64197
395.150692,176,557.893922
331.542836,145,558.10101
323.788061,143,560.205167
523.312417,233,560.538074
431.859391,185,560.802108
382.8097,164,561.034817
395.255574,160,561.262947
377.420816,177,561.514895
386.699983,164,561.748773
379.706273,185,562.01299
471.664548,202,562.300803
458.728301,214,562.60632
376.706968,170,562.8489
421.819903,176,564.994263
343.671871,148,565.204127
427.758228,196,565.484113
409.283166,180,565.739782
347.956347,172,565.98491
480.179639,206,566.277426
455.113788,197,566.558327
478.557794,245,566.908132
380.247428,168,567.147002
415.184953,186,567.411789
391.19897,180,567.668436
396.848871,173,569.819614
513.683946,224,570.13681
354.229676,166,570.371512
448.855838,204,570.661093
481.68638,219,570.972806
473.759623,244,571.320692
432.919485,187,571.586392
389.939023,184,571.848868
413.522833,199,572.131808
497.047232,240,572.475182
360.489745,178,574.643103
433.502812,197,574.92161
401.296171,169,575.161086
394.876361,159,575.386708
463.719882,190,575.656295
474.759028,200,575.940501
458.619302,217,576.249195
372.788415,173,576.494174
396.692888,185,576.757381
480.169374,177,577.007902
348.248955,153,577.226279
395.208102,168,577.469903
422.669965,182,579.682579
493.091069,208,579.977771
468.567659,226,580.298244
427.111189,173,580.54443
374.524903,179,580.79868
397.781144,170,581.040528
405.460601,183,581.301165
490.960334,222,581.616066
433.913276,192,581.88926
406.303169,175,582.138145
382.721436,163,584.271418
416.962776,173,584.515809
446.275723,188,584.781809
348.897207,156,585.003265
493.800407,199,585.285399
427.231823,182,585.54335
392.60118,168,585.781979
397.575457,174,586.028816
346.444662,151,586.243241
388.628329,172,586.487212
435.275043,179,586.742608
421.248291,174,586.989297
383.400491,172,589.132446
341.232249,148,589.341712
391.309296,171,589.58477
369.162062,165,589.81848
400.856444,177,590.071556
357.55944,157,590.294352
481.892249,198,590.57634
434.42281,180,590.83168
416.068363,183,591.091732
424.712251,189,591.359931
440.474989,194,591.636217
436.159664,178,591.890402
450.60525,196,594.075164
462.771223,202,594.362324
341.371374,163,594.593718
461.934282,206,594.885168
477.462143,187,595.150354
402.965128,167,595.387718
423.377128,199,595.669937
375.751338,179,595.924533
445.482022,188,596.192039
390.710584,169,596.432095
432.728116,178,596.685498
417.544356,194,598.866276
463.994148,207,599.160069
459.515768,203,599.449496
439.864723,187,599.715047
466.790528,197,599.994971
347.875076,149,600.206204
411.179485,184,600.467915
391.960872,174,600.715567
369.097211,165,600.950422
465.080876,193,601.224813
492.862004,206,601.519019
403.150112,183,603.716925
472.874903,204,604.007041
407.974959,185,604.269668
494.337403,210,604.567549
461.867173,191,604.838663
488.29379,213,605.141916
417.741927,216,605.449876
357.647719,154,605.668519
416.308344,183,605.928821
414.443447,172,606.173
417.609672,188,606.445628
437.013785,188,608.605474
406.403135,164,608.838694
379.824052,191,609.112036
460.866388,199,609.396283
507.001073,220,609.708974
495.060511,209,610.006354
448.453824,193,610.280504
542.997283,213,610.582953
425.552138,186,610.847833
387.146438,171,611.090271
480.398194,224,613.316911
459.780316,208,613.612231
387.949945,188,613.879276
478.729445,215,614.185273
381.97793,170,614.426533
448.759912,207,614.721123
384.411235,168,614.959064
486.932673,261,615.331372
368.551792,150,615.542256
489.396591,209,615.836391
373.287536,171,617.997423
481.347358,219,618.307343
447.638555,188,618.572841
444.099582,174,618.818437
458.54409,190,619.08709
439.821019,184,619.349276
495.291349,203,619.639604
393.885047,167,619.876123
451.602644,186,620.139352
424.593947,185,620.402084
496.943374,216,620.708633
446.563156,193,622.873886
387.40695,163,623.104529
360.138574,158,623.328588
476.491509,198,623.608654
437.197199,173,623.854995
422.097187,175,624.101851
464.771956,215,624.407007
424.964675,176,624.657633
435.713632,177,624.908474
391.785062,178,625.16082
375.858891,167,625.398391
398.33053,185,625.664412
503.168633,225,627.876132
447.211652,208,628.172261
495.497014,222,628.487097
402.392201,178,628.739515
580.473529,404,629.314888
388.549482,158,629.538345
421.781634,176,629.792278
498.753076,221,630.108085
374.529691,161,630.337075
481.437723,199,632.533338
388.502484,175,632.781858
529.190508,267,633.16038
395.30034,155,633.380044
336.20988,145,633.58555
495.700669,196,633.864161
429.296692,173,634.109513
429.512357,205,634.400831
401.619433,190,634.670773
421.957035,192,634.942863
470.733239,192,635.216942
436.68065,182,637.373092
430.532675,202,637.659285
454.902033,198,637.939783
464.356978,189,638.206747
405.044457,176,638.456228
459.967217,189,638.724165
399.879104,164,638.956555
383.599819,164,639.189735
515.974603,229,639.514745
476.025805,211,639.813809
410.690696,184,640.081072
435.507571,173,642.221618
377.912748,158,642.44545
319.228035,135,642.63563
485.336643,211,642.936301
357.630358,154,643.153918
238.748317,120,643.324935
532.739535,228,643.648612
449.310107,191,643.919611
449.67652,182,644.177427
498.624169,199,644.460506
512.82052,236,644.794969
478.358738,222,647.051787
399.598838,167,647.287241
499.675712,216,647.592755
422.199275,189,647.860354
445.627964,193,648.133675
498.570582,216,648.439064
417.653115,181,648.696116
406.169124,167,648.933041
449.378075,177,649.183506
510.168112,221,649.497958
471.020377,194,649.778138
420.706853,199,651.986084
445.919762,197,652.265047
391.247133,179,652.519374
520.850671,210,652.817276
429.849209,168,653.054728
441.411084,183,653.313779
514.818276,218,653.622785
482.40914,211,653.922491
368.24539,162,654.152172
414.676698,178,654.405325
425.364059,182,656.608683
395.657577,174,656.854283
456.630047,188,657.120283
434.52275,176,657.369789
497.898491,213,657.672781
427.45865,198,657.953286
406.400164,175,658.201959
408.927948,196,658.481422
464.377273,187,658.745993
453.150852,186,659.009765
499.834664,205,659.300436
478.630982,199,661.500916
469.933605,198,661.781409
422.830993,178,662.0334
485.65088,196,662.310958
425.513751,188,662.577501
480.709828,208,662.872371
418.01854,197,663.151571
466.070122,186,663.414428
434.530568,181,663.670382
457.657212,198,663.951755
420.573931,182,664.211894
466.237588,208,666.413527
445.538997,187,666.679476
456.976655,188,666.946373
413.93993,171,667.189604
494.933494,203,667.477666
554.649041,217,667.786061
419.095218,171,668.028729
471.884077,208,668.326013
434.970665,162,668.555139
423.785183,169,668.794461
421.082558,182,669.056256
505.172922,208,671.271445
446.88782,173,671.51619
489.893471,209,671.812155
467.459315,198,672.094345
417.671032,168,672.332425
444.109217,191,672.602774
443.499642,185,672.864664
396.546092,168,673.103672
432.485652,171,673.346802
375.059139,170,673.587086
432.915779,190,673.860051
475.771487,205,676.05327
470.431904,183,676.31134
431.257957,173,676.554909
505.546456,214,676.857827
414.99254,164,677.088751
421.199848,164,677.321221
489.299682,218,677.629211
564.13148,209,677.925563
422.868597,180,678.18072
381.826125,165,678.414134
425.51354,171,678.66047
434.457822,170,680.851954
352.176987,151,681.066023
375.483405,156,681.292658
400.574095,173,681.542749
381.31774,155,681.763649
489.52471,198,682.045475
509.318526,194,682.322117
432.918738,190,682.592272
408.988671,176,682.844064
428.536838,178,683.096929
464.112789,205,683.389341
453.422022,191,685.565849
460.453161,186,685.828994
434.782873,173,686.074605
489.758775,192,686.346728
397.306307,162,686.575638
474.595377,210,686.873135
510.926656,216,687.179673
422.204894,173,687.424237
449.426476,184,687.683704
404.3698,183,687.943515
397.554183,168,688.182
391.894198,158,688.410741
352.661143,174,690.556591
429.926095,175,690.804866
574.585477,215,691.108392
485.963472,199,691.392131
498.407241,197,691.674456
465.258912,197,691.954138
462.760024,175,692.201921
436.393912,175,692.448895
440.023365,201,692.73379
424.749499,190,693.003066
437.146126,195,695.178705
419.776211,196,695.455318
471.79119,205,695.745815
483.982691,208,696.040634
475.664309,216,696.34645
412.793949,168,696.584719
439.123187,183,696.844554
453.050882,181,697.10008
401.62013,178,697.353327
457.329249,179,697.606758
495.559809,191,697.877842
464.199195,206,700.069462
512.473015,216,700.375252
393.899126,169,700.61399
444.598478,198,700.894133
431.191286,184,701.153617
453.568753,180,701.408397
478.867591,183,701.667717
497.85299,209,701.967389
403.159297,189,702.234996
505.265215,199,702.517506
476.524337,192,702.794251
399.236553,164,704.922794
361.996074,162,705.152225
483.652703,193,705.425348
494.162287,201,705.709908
390.671708,163,705.942023
402.77706,179,706.196125
483.187322,205,706.486091
394.40478,158,706.709137
407.105803,179,706.962921
434.20617,175,707.212231
479.587894,201,707.498074
472.824271,181,709.654619
487.847459,201,709.939219
449.043511,193,710.215261
479.068607,197,710.495224
507.865943,211,710.796897
397.960272,159,711.02277
478.111828,197,711.302969
456.597329,191,711.57432
471.85818,210,711.873798
445.198746,178,712.129187
473.341135,202,712.426139
493.920263,207,714.633136
353.538935,160,714.860086
549.868057,209,715.154612
475.968795,196,715.431216
689.041548,264,715.80531
422.820253,184,716.065152
444.23804,177,716.315386
451.470532,179,716.568436
452.888855,176,716.818777
493.521794,203,717.106591
514.536102,218,719.311777
443.712188,180,719.566586
479.382151,196,719.843808
498.541906,222,720.159435
520.299574,202,720.445378
428.875304,177,720.696022
409.490498,176,720.946976
459.599771,185,721.21003
385.333154,164,721.442566
365.379662,157,721.666222
452.776063,179,721.921463
503.116872,203,724.123293
365.448955,162,724.353295
492.474576,201,724.63886
434.736795,188,724.906008
499.828624,196,725.185457
506.788309,214,725.490527
466.364703,184,725.752782
419.114452,181,726.009807
404.731532,177,726.261922
499.690409,225,726.582424
531.840052,217,726.895849
426.286238,188,729.106169
393.624145,180,729.362382
486.637572,192,729.636085
525.076761,209,729.932789
447.503828,195,730.211011
412.624129,167,730.448259
520.471202,224,730.767743
429.85648,178,731.020952
547.358183,235,731.355796
425.196997,166,731.592318
473.393752,199,733.805434
465.999143,201,734.090582
436.82524,194,734.367969
395.111479,165,734.602701
819.286224,269,734.984856
517.007955,219,735.296643
413.558695,171,735.539792
367.644062,159,735.764649
411.641518,172,736.006842
427.049848,187,736.272088
470.858996,190,736.543812
426.939839,179,738.699046
516.287408,229,739.024013
495.75168,212,739.325678
452.807927,207,739.619837
469.874619,200,739.903935
357.860102,143,740.107408
405.532935,170,740.34913
441.6382,169,740.58896
476.504488,194,740.864953
701.921714,248,741.217557
527.051301,202,743.423113
426.212772,166,743.658508
428.113763,168,743.897043
442.086684,208,744.193294
482.341403,196,744.472507
616.134537,237,744.81024
434.213172,174,745.057267
750.382107,264,745.433769
574.988244,242,745.778012
800.164173,275,746.170351
490.509954,189,748.349188
688.95924,244,748.695674
514.921435,208,748.991587
517.033442,214,749.296904
468.510535,194,749.573021
430.682206,180,749.829634
649.153095,270,750.213647
434.415773,191,750.486592
489.224039,198,750.768664
485.409227,199,751.055043
507.345615,215,753.263299
487.576585,195,753.546473
517.050422,218,753.858864
469.513616,195,754.137064
379.943984,174,754.385466
803.953885,276,754.778557
458.770047,186,755.04322
490.521045,197,755.324008
540.967709,211,755.624425
551.183581,243,757.936537
794.074811,281,758.335417
489.073267,193,758.609695
444.861957,186,758.873402
389.658081,169,759.114817
522.360294,203,759.40323
421.362509,184,759.666131
519.602433,210,759.964941
513.03557,215,760.272157
456.690691,196,760.550695
535.333901,218,762.767816
434.500029,187,763.03286
424.330252,172,763.278267
423.280257,184,763.539532
775.302158,284,763.949329
451.69709,186,764.213453
610.053545,233,764.544402
1005.299291,1000,767.886278
623.661271,223,768.202678
589.146852,239,768.542436
676.999132,239,768.881358
347.330104,150,769.095595
539.320949,217,769.404606
470.231631,190,769.674882
474.962569,189,769.944213
457.449578,212,770.245663
450.962987,182,772.430224
679.251685,253,772.788484
405.955691,179,773.042807
419.78022,187,773.308525
529.307353,204,773.599403
643.937713,227,773.922405
716.05366,260,774.297045
488.123346,192,774.570936
718.523835,266,774.949008
425.628285,182,775.208395
489.295297,203,777.406165
458.493103,195,777.682791
745.276575,244,778.028965
586.44572,227,778.351169
467.354048,204,778.64095
666.437482,241,778.98366
708.806789,271,779.369209
418.482063,180,779.624811
414.166468,187,779.892581
411.33263,175,782.051237
486.764134,202,782.338543
493.550316,228,782.662513
498.268712,193,782.936832
567.131836,222,783.252844
597.06213,242,783.597873
461.462027,206,783.891595
697.242992,238,784.230769
820.912471,270,784.619292
626.311837,238,786.885527
543.235608,227,787.208557
504.174827,205,787.499832
402.190852,171,787.742683
398.036432,178,787.996462
446.312907,182,788.255747
507.986008,216,788.564303
481.906342,190,788.834975
698.656265,245,789.183298
705.918991,258,789.550927
511.059289,208,791.768253
867.259893,291,792.181882
577.479279,220,792.493573
366.989001,164,792.727087
470.514875,223,793.044788
479.084745,194,793.321579
407.264854,183,793.582819
533.028608,215,793.889269
390.435923,170,794.131465
519.963709,199,794.415036
832.679798,288,796.763564
602.545634,222,797.077784
563.143376,218,797.386241
413.628039,169,797.625872
465.509387,211,797.925189
789.269037,288,798.333485
890.387981,289,798.743446
524.465896,230,799.070701
740.008586,271,799.456878
462.799876,203,801.663025
370.819835,158,801.886298
403.030985,165,802.120162
479.703747,194,802.394878
429.553321,179,802.64998
524.293643,246,803.000704
825.085505,298,803.424325
555.740488,204,803.713381
595.34816,228,804.038149
577.572561,218,806.293347
1043.438535,380,806.833376
456.182589,177,807.08519
592.735577,225,807.405036
403.216727,179,807.659423
455.455653,185,807.922779
890.624808,298,808.346849
833.825549,301,808.775043
554.979039,237,809.113852
521.102772,195,811.326984
401.891307,168,811.56578
606.092798,204,811.854956
794.66856,288,812.264807
502.374392,205,812.556079
564.517079,217,812.86523
712.068156,256,813.228863
641.670135,217,813.536808
662.394044,262,813.909377
571.924351,216,816.142885
713.130874,268,816.521106
454.129802,177,816.770934
725.300776,257,817.134826
636.977145,221,817.447982
604.092232,218,817.755791
630.905494,232,818.084332
571.043512,223,818.399963
782.356821,270,818.784186
819.393794,287,821.112163
813.102712,285,821.515997
649.06413,227,821.837665
812.481416,277,822.230548
756.183659,262,822.602478
553.373849,225,822.922069
1014.151654,331,823.391839
634.801687,210,825.617044
651.59645,225,825.936144
668.443159,223,826.251888
834.616301,279,826.647492
780.392733,280,827.044473
864.267631,294,827.460432
404.092468,174,827.706944
566.211522,213,828.008295
697.328783,235,828.341333
811.369465,267,830.626986
865.146297,307,831.061359
667.270073,227,831.381718
840.019626,287,831.789075
685.961675,244,832.133882
470.053756,184,832.394465
661.771365,234,832.726226
544.992756,203,833.013878
647.625624,249,835.274056
811.838182,276,835.664145
765.568088,271,836.050842
790.561335,280,836.448059
666.905912,234,836.779072
1014.145139,320,837.231706
455.635647,185,837.492875
617.493122,255,837.853974
833.834153,287,840.169545
631.624601,226,840.488199
932.232604,335,840.963258
739.678327,264,841.337198
886.333448,294,841.753779
736.863367,260,842.121939
602.896756,222,842.435285
671.906487,240,842.775622
440.923929,198,844.9736
928.095926,329,845.437608
567.445383,209,845.734099
551.177177,210,846.031934
595.983911,227,846.357321
678.452704,240,846.697361
525.750119,194,846.972322
884.565185,299,847.396232
496.102566,198,847.677882
534.410725,239,849.930044
466.585752,176,850.178197
697.702592,259,850.544835
873.865382,335,851.020986
588.876748,227,851.342805
520.22397,250,851.697671
364.893763,159,851.923217
923.055501,1000,855.253659
820.300946,276,855.644166
809.892079,276,856.031482
1136.642019,370,856.555699
903.506801,323,857.009803
895.581964,301,859.339665
785.348308,258,859.705171
491.443998,205,859.99531
791.209794,276,860.387161
546.433057,224,860.705431
1282.310532,409,861.28596
699.692235,279,861.682612
762.215651,263,862.055149
954.328007,322,864.424011
559.685023,224,864.740588
1170.867027,383,865.28326
442.653486,180,865.538513
882.796186,326,866.00119
763.561791,263,866.374464
871.139389,299,866.802335
606.979861,233,869.100496
837.169979,292,869.5141
560.941455,216,869.821689
868.601222,308,870.258536
913.69282,299,870.681835
1196.774335,414,871.270352
799.568309,309,871.711285
479.195673,192,873.915205
612.412318,238,874.25517
1244.563127,402,874.831877
428.679744,183,875.096332
455.655183,194,875.375047
722.352804,251,875.736041
1130.602629,356,876.247436
759.99205,255,876.613665
974.445915,325,879.009135
955.397504,319,879.467218
745.54121,264,879.843583
734.065944,295,880.265133
824.151214,275,880.658955
899.873508,332,881.134027
763.12091,284,881.541302
1000.191006,331,883.936689
489.117231,214,884.243798
795.147432,293,884.663323
791.015489,268,885.046334
555.315444,229,885.374915
514.232116,200,885.661692
753.963074,276,886.05666
881.551074,338,888.496418
1245.718422,422,889.098967
515.664598,209,889.39988
1235.837032,396,889.966763
402.758875,175,890.217649
863.297141,294,890.641324
1031.10407,380,891.185659
860.56387,313,893.529173
503.857359,219,893.839391
758.623961,314,894.286287
517.533599,212,894.587067
456.025674,185,894.849812
519.274673,203,895.138812
939.801419,320,895.594102
828.77165,282,895.994948
713.87284,267,898.280001
970.360342,335,898.755968
533.139402,223,899.073254
641.109237,250,899.429319
697.164348,260,899.800314
497.271821,199,900.083735
792.52673,294,900.501743
815.198496,287,900.911181
625.600275,260,903.215891
368.036396,168,903.45355
885.257237,303,903.882907
556.484024,243,904.226677
967.316318,357,904.732261
844.173053,308,905.168683
668.671214,248,905.52002
741.692658,253,908.051285
741.018352,277,908.444422
849.9756,312,908.887274
784.841942,287,909.293661
505.685525,201,909.578477
884.333448,317,910.029326
767.170165,284,910.431969
718.202823,270,910.817346
1295.186289,461,913.366599
1439.554563,475,914.041692
782.543996,294,914.460095
698.030517,252,914.818428
604.268281,250,915.173066
1232.764054,426,917.68707
934.338052,318,918.134908
532.659528,215,918.445642
768.320375,289,918.853268
1088.41704,365,919.367925
1031.664583,376,919.899356
721.762179,268,920.277987
1317.778798,428,923.072699
1095.39945,361,923.585603
1089.803194,367,924.10577
939.009436,332,924.57692
1208.723808,386,925.126572
1107.826154,379,927.816924
918.069357,1000,929.316603
905.890036,334,929.790516
704.894918,267,930.169254
952.313889,329,930.637131
903.061755,330,933.00667
1125.097935,376,933.538983
480.528568,196,933.816443
641.99403,246,934.16452
685.535072,256,934.527018
1371.27777,427,935.132149
913.716056,343,937.52002
821.407401,291,937.932841
381.079278,178,938.18619
796.200839,294,938.603533
1502.361209,474,939.278785
1043.763973,341,939.762316
1097.38935,334,940.236453
422.998258,183,942.392383
1139.891879,395,942.950801
818.340907,268,943.33024
765.903984,278,943.722673
399.99491,195,943.999271
1187.486859,403,944.569392
758.626745,287,944.975586
1052.314702,366,947.39239
1053.676032,376,947.922652
550.218652,229,948.24679
1057.109946,357,948.750693
746.44194,273,949.137669
1087.507422,395,949.701427
873.404335,278,952.005444
1412.011302,433,952.617693
787.735165,288,953.02475
1417.212329,550,953.803736
932.795894,330,954.270947
959.973107,341,956.660511
606.286555,254,957.01938
1077.140851,380,957.557033
924.281867,333,958.026905
854.178532,356,958.530568
594.645319,264,958.903814
629.032071,253,959.261511
1091.164392,350,961.842705
773.784989,270,962.225009
1107.193972,355,962.727741
1050.552524,354,963.231241
665.869157,263,963.604717
1587.658553,543,964.375998
898.921459,323,966.868972
1350.811241,485,967.557075
742.023462,288,967.967416
1184.025586,454,968.613806
806.711562,304,969.046451
668.524234,280,969.449447
1180.958447,531,972.107966
1153.723539,415,972.696585
1042.053108,396,973.258661
485.04126,206,973.550199
469.90708,205,973.842427
1893.708959,626,976.688845
822.686301,360,977.199291
2228.893782,816,978.356317
1181.108261,360,978.866581
410.293578,180,979.125513
1263.46683,421,981.623518
1189.368679,409,982.204683
680.647829,268,982.585295
1044.478902,388,983.137257
992.118152,363,983.653533
897.883158,325,986.024782
1079.427383,391,986.577578
698.227853,253,986.936576
991.530352,359,987.445073
763.952358,367,987.965259
450.811183,233,988.295333
1818.664586,579,991.029783
1481.455176,492,991.727988
609.486051,268,992.109425
1053.045892,394,992.669462
948.731426,335,993.144525
719.17865,268,993.525992
2628.298464,857,996.636407
1030.977713,379,997.17459
858.091328,309,997.613649
465.837319,194,997.889312
863.313537,306,998.324151
2105.730364,919,1001.55093
1253.23085,1000,1002.98092
826.894364,305,1005.309454
1113.636463,400,1005.876068
1793.60429,669,1006.826226
706.586741,301,1007.253391
1685.293758,612,1010.013068
721.161558,272,1010.399452
1063.209513,361,1010.912254
2243.602639,812,1012.072381
1006.578422,365,1012.591183
1318.549401,443,1015.11311
1510.550087,540,1015.879505
1410.541571,492,1016.577133
1224.68084,414,1017.165326
776.13129,302,1017.594396
988.106593,381,1020.026369
947.382198,364,1020.544062
1688.08565,531,1021.297813
1759.340863,665,1022.246813
958.772463,350,1024.692992
1045.250266,359,1025.202899
1522.264248,549,1025.982933
1023.52143,360,1026.495804
1142.68567,420,1027.094709
1230.2211,426,1029.597215
1173.073696,381,1030.136655
943.171641,334,1030.608952
1608.56498,551,1031.390662
401.252887,189,1031.660911
1331.503227,444,1034.190981
1721.255048,609,1035.051965
1213.327382,393,1035.609066
1152.216431,384,1036.152591
1025.167799,365,1036.665995
1148.384454,368,1039.124158
1021.380499,391,1039.678188
856.56957,318,1040.128238
1124.817852,409,1040.707044
1126.489725,428,1041.314792
983.973154,356,1043.719804
631.358877,267,1044.096523
1691.044061,629,1044.983094
1105.381511,429,1045.589639
910.22881,331,1046.05821
715.254727,281,1046.456488
1472.716844,538,1049.108615
979.948158,366,1049.626437
639.767098,270,1050.010142
1022.25534,396,1050.571104
1492.057684,486,1051.261027
1540.455184,543,1053.971205
1761.653166,587,1054.801774
1124.639361,415,1055.389747
441.171523,195,1055.666187
1089.560471,410,1058.13683
2651.032997,1000,1059.554332
1580.328156,528,1060.301141
1401.646815,455,1060.946558
835.433955,311,1063.375447
1381.154512,493,1064.074969
831.325538,315,1064.52342
404.118092,175,1064.77116
983.362079,363,1065.287024
1274.132511,473,1067.939908
2678.992319,1000,1069.359974
1043.273147,414,1069.947877
2229.429129,798,1072.988755
1254.184659,1000,1074.416099
1037.80467,385,1074.961951
1421.299434,550,1077.717474
1530.559482,523,1078.459283
1431.048366,504,1079.175664
932.102339,336,1079.653673
1209.213415,464,1080.314197
2326.028725,755,1083.286863
867.430764,305,1083.722027
1752.230411,785,1084.836396
1980.863083,1000,1088.157608
1939.402019,886,1089.418682
1420.721289,458,1090.069162
2609.706441,862,1093.193322
1024.523224,384,1093.744576
1157.184192,448,1094.382467
1820.463412,675,1097.250733
1454.562326,500,1097.959677
785.783802,300,1098.385223
958.497546,369,1098.908708
582.021046,253,1099.268103
1198.182866,1000,1102.613646
2513.293823,950,1103.970365
917.936688,348,1104.46634
1047.454406,431,1106.98291
464.6401,223,1107.299448
434.839564,193,1107.573753
515.174327,225,1107.892904
2264.290391,785,1109.009265
1035.644602,416,1111.504863
405.434437,189,1111.77289
923.508773,381,1112.313908
970.500718,386,1112.862364
770.162066,331,1113.332803
2191.04009,1000,1116.654522
624.433399,262,1117.026658
1113.112449,419,1117.621487
2042.718751,669,1118.571939
2902.110674,1000,1121.90575
932.818897,371,1122.433136
698.893449,313,1122.878707
1268.421567,444,1123.509255
511.038845,220,1123.824995
1456.40601,570,1126.543979
1127.116248,476,1127.22062
1690.769843,1000,1128.645533
699.728229,271,1130.932081
1556.502414,576,1131.748399
1870.269283,1000,1133.17251
433.236977,189,1133.441713
1894.280593,1000,1136.810277
959.059698,407,1137.388365
1084.426419,385,1137.934741
1108.195497,427,1140.43096
2090.622782,707,1141.433968
1218.477419,460,1142.086983
1044.65231,400,1142.655806
1050.268378,378,1145.084428
1025.816979,392,1145.644833
430.789764,195,1145.92243
1400.533976,469,1146.589967
1373.631745,508,1147.311701
2071.11729,763,1150.473701
1353.520202,492,1151.170913
2618.767165,1000,1152.58875
421.367726,193,1152.86298
1137.434165,463,1155.448777
1655.38935,623,1156.33347
775.850294,352,1156.830219
788.689875,284,1157.230188
479.89114,200,1157.512742
1420.350911,518,1160.152275
1093.325168,386,1160.604578
1349.367577,495,1161.182661
934.69393,352,1161.594064
2877.119056,984,1164.426108
503.291304,237,1164.702392
708.459137,268,1165.014512
1015.944356,378,1165.455179
1355.95686,510,1166.052615
775.354216,314,1168.113033
1281.778301,467,1168.662388
1194.930851,438,1169.1778
952.130791,403,1169.654222
1606.052655,525,1170.273236
696.765649,289,1172.333769
1328.757072,1000,1173.515831
705.508121,275,1173.839166
2218.828246,784,1176.469872
811.549131,308,1176.833609
1797.973149,634,1177.580613
2340.419739,735,1178.444902
